Table S1e Top ranked cell type-expressed genes based on human data					
					
Zhang2016_rank	Darmanis2015_rank	grand_rank	gene	Celltype	
826	444	635	FUS	mic	
555	724	639.5	SOD2	mic	
603	677	640	STK17B	mic	
536	747	641.5	WAPAL	mic	
657	627	642	RBM3	mic	
937	349	643	RPS18	mic	
256	1053	654.5	PADI2	mic	
819	491	655	DENND4C	mic	
730	580	655	MGEA5	mic	
307	1004	655.5	BTAF1	mic	
359	957	658	EZR	mic	
663	654	658.5	SH3BGRL	mic	
972	347	659.5	PPP1R12A	mic	
837	486	661.5	BZW1	mic	
364	960	662	TAL1	mic	
540	799	669.5	VPS13D	mic	
569	771	670	ZFC3H1	mic	
556	786	671	CHD9	mic	
376	968	672	CTSL	mic	
600	744	672	PRKCH	mic	
515	830	672.5	RPL27	mic	
1061	286	673.5	HMGB1	mic	
598	756	677	FAM105A	mic	
942	419	680.5	OXR1	mic	
740	621	680.5	SCD	mic	
605	761	683	MRFAP1	mic	
501	868	684.5	HNRNPK	mic	
1091	291	691	DENND5A	mic	
1081	310	695.5	SPIN1	mic	
981	411	696	MYL12B	mic	
186	1208	697	TLR2	mic	
260	1139	699.5	MED13L	mic	
348	1055	701.5	HUWE1	mic	
452	953	702.5	LYN	mic	
215	1192	703.5	RPS20	mic	
235	1174	704.5	RHOB	mic	
954	457	705.5	PRKAR1A	mic	
1292	124	708	SMAD2	mic	
1229	190	709.5	CACUL1	mic	
396	1024	710	NCOA3	mic	
996	426	711	N4BP2L2	mic	
395	1028	711.5	NPL	mic	
750	674	712	GNB2L1	mic	
294	1130	712	USP34	mic	
897	529	713	LDHA	mic	
612	820	716	ITGAV	mic	
1057	375	716	SET	mic	
384	1049	716.5	RGS2	mic	
839	600	719.5	STAG2	mic	
986	456	721	CD164	mic	
861	582	721.5	PFDN5	mic	
342	1102	722	RPS25	mic	
321	1129	725	NAV3	mic	
816	636	726	CDC42SE1	mic	
1059	393	726	SLC25A37	mic	
607	847	727	SRGAP1	mic	
201	1256	728.5	CDKN1A	mic	
800	663	731.5	SH3GLB1	mic	
1080	386	733	SERINC3	mic	
253	1217	735	NCKAP1L	mic	
851	623	737	RPL10A	mic	
221	1254	737.5	FOSB	mic	
596	880	738	SUSD6	mic	
189	1288	738.5	ATP1B3	mic	
557	922	739.5	WAC	mic	
985	494	739.5	ZBTB1	mic	
1001	487	744	SAMD8	mic	
718	779	748.5	HCLS1	mic	
481	1018	749.5	CPEB4	mic	
987	512	749.5	KIAA0232	mic	
901	602	751.5	ARPP19	mic	
440	1064	752	EIF4A3	mic	
1129	377	753	RHEB	mic	
892	625	758.5	FNBP4	mic	
583	935	759	MAP3K2	mic	
814	704	759	NUMB	mic	
804	715	759.5	C16ORF72	mic	
258	1261	759.5	SMG1	mic	
379	1140	759.5	SSR1	mic	
639	881	760	RPL35A	mic	
402	1124	763	ASAH1	mic	
1175	352	763.5	DNAJC3	mic	
754	776	765	HOMER1	mic	
400	1131	765.5	FPR1	mic	
741	792	766.5	SRGAP2C	mic	
1317	218	767.5	ETNK1	mic	
1020	517	768.5	LPIN2	mic	
674	863	768.5	TUG1	mic	
234	1307	770.5	SETX	mic	
585	958	771.5	ITGAM	mic	
1105	441	773	PNRC2	mic	
1044	502	773	SMAD3	mic	
715	835	775	SP3	mic	
688	864	776	TAX1BP1	mic	
870	682	776	THEMIS2	mic	
330	1223	776.5	NFAT5	mic	
746	809	777.5	POGZ	mic	
667	889	778	KIAA1033	mic	
1260	299	779.5	ARHGAP5	mic	
790	770	780	MAFB	mic	
977	589	783	KIF1B	mic	
367	1200	783.5	ATP5B	mic	
290	1279	784.5	MSN	mic	
1510	61	785.5	CHP1	mic	
1026	545	785.5	RASAL2	mic	
314	1258	786	DAB2	mic	
734	841	787.5	TMED10	mic	
397	1182	789.5	MAP4K4	mic	
778	803	790.5	DDX21	mic	
485	1096	790.5	SNX5	mic	
634	951	792.5	DICER1	mic	
497	1089	793	INHBA	mic	
1184	408	796	BLNK	mic	
1158	434	796	LRMP	mic	
1098	496	797	DHRS7	mic	
1334	266	800	RAP2B	mic	
350	1251	800.5	KLF3	mic	
1030	576	803	NUDT3	mic	
1238	369	803.5	NUAK1	mic	
1367	240	803.5	SEP15	mic	
840	768	804	CREBBP	mic	
1064	547	805.5	CNBP	mic	
850	763	806.5	ZNF644	mic	
1049	569	809	UGCG	mic	
738	886	812	CDC42	mic	
1060	565	812.5	PCBP2	mic	
483	1145	814	CEP170	mic	
548	1081	814.5	SMARCA5	mic	
797	836	816.5	SEC14L1	mic	
1302	345	823.5	MDN1	mic	
436	1213	824.5	ASH1L	mic	
666	986	826	UTRN	mic	
457	1206	831.5	EIF4B	mic	
251	1415	833	EGR3	mic	
1160	506	833	PCNXL4	mic	
335	1331	833	SLC25A3	mic	
616	1054	835	LPP	mic	
1014	658	836	PHF20	mic	
1249	423	836	TOR1AIP1	mic	
185	1494	839.5	FGL2	mic	
1306	376	841	CHORDC1	mic	
1464	221	842.5	ATP6V0E1	mic	
302	1383	842.5	CREG1	mic	
507	1179	843	IFRD1	mic	
678	1009	843.5	PGK1	mic	
286	1402	844	DYNC1H1	mic	
886	802	844	ZC3H13	mic	
1092	597	844.5	EIF3H	mic	
1106	587	846.5	SBNO1	mic	
1452	243	847.5	EIF3M	mic	
878	817	847.5	RGS10	mic	
1053	648	850.5	FOXO3	mic	
1166	536	851	RIF1	mic	
322	1384	853	CREM	mic	
444	1265	854.5	ADAM10	mic	
380	1332	856	UBR4	mic	
519	1199	859	HELZ	mic	
929	804	866.5	PDCD6IP	mic	
270	1464	867	CCNH	mic	
1173	564	868.5	LARS	mic	
1408	333	870.5	ARID4A	mic	
1115	631	873	PRPF4B	mic	
274	1473	873.5	CTSS	mic	
144	1603	873.5	CYFIP1	mic	
1715	36	875.5	PLP1	mic	
590	1162	876	TCF12	mic	
834	921	877.5	MKNK1	mic	
297	1460	878.5	WDFY3	mic	
1393	366	879.5	ITCH	mic	
1193	571	882	IL6R	mic	
1223	541	882	ILF2	mic	
662	1104	883	MALT1	mic	
992	775	883.5	ARPC3	mic	
426	1341	883.5	ZFP36	mic	
1018	750	884	MBP	mic	
344	1424	884	SLCO2B1	mic	
443	1329	886	RPS16	mic	
1140	635	887.5	EVI2A	mic	
406	1371	888.5	RPL37	mic	
745	1035	890	TNKS2	mic	
1666	114	890	TSPYL1	mic	
403	1378	890.5	NFKB1	mic	
1690	95	892.5	BAG3	mic	
1384	401	892.5	CBX5	mic	
1263	522	892.5	FAM208B	mic	
627	1158	892.5	ZNF655	mic	
828	959	893.5	HP1BP3	mic	
1202	586	894	FNIP1	mic	
413	1375	894	TAOK1	mic	
1123	666	894.5	PRPF40A	mic	
414	1381	897.5	AC058791.1	mic	
806	992	899	BMPR2	mic	
1707	93	900	ATXN1	mic	
439	1364	901.5	HSPA9	mic	
586	1224	905	KDM3B	mic	
190	1624	907	RPS4X	mic	
437	1380	908.5	TRIM22	mic	
401	1417	909	RPS12	mic	
295	1528	911.5	SPAG9	mic	
513	1312	912.5	PIK3AP1	mic	
684	1143	913.5	STX7	mic	
1159	669	914	GABARAPL2	mic	
549	1280	914.5	APBB1IP	mic	
676	1153	914.5	USP7	mic	
868	965	916.5	MED14	mic	
945	888	916.5	RPLP0	mic	
1529	309	919	CSNK2A2	mic	
845	1000	922.5	GPATCH2L	mic	
710	1135	922.5	PDS5A	mic	
1254	592	923	GSN	mic	
1185	661	923	SLC25A5	mic	
787	1059	923	SRRM1	mic	
1164	684	924	RPL34	mic	
916	934	925	GM2A	mic	
310	1540	925	MED13	mic	
960	890	925	TXNIP	mic	
671	1181	926	MGAT4A	mic	
773	1087	930	ADAM17	mic	
354	1506	930	RPS8	mic	
1559	303	931	EVI2B	mic	
617	1247	932	LUC7L3	mic	
692	1177	934.5	CCDC50	mic	
1584	285	934.5	FAM135A	mic	
269	1600	934.5	OGT	mic	
1161	710	935.5	ST8SIA4	mic	
1668	206	937	TMEM144	mic	
687	1188	937.5	CTSC	mic	
404	1471	937.5	NFE2L2	mic	
999	877	938	MAPK1IP1L	mic	
360	1519	939.5	BTG2	mic	
779	1101	940	RASGRP3	mic	
1438	443	940.5	EIF2S3	mic	
1331	551	941	METTL7A	mic	
564	1323	943.5	FRMD4A	mic	
791	1097	944	SCARB2	mic	
338	1551	944.5	ATP2C1	mic	
1409	480	944.5	UFM1	mic	
697	1194	945.5	SP100	mic	
533	1360	946.5	HECTD1	mic	
968	930	949	MAPRE1	mic	
714	1184	949	SPRY2	mic	
197	1701	949	WNK1	mic	
204	1696	950	TAB2	mic	
1322	579	950.5	THRAP3	mic	
735	1167	951	RBBP6	mic	
1003	903	953	ABI2	mic	
1005	901	953	HPGDS	mic	
606	1301	953.5	GNAQ	mic	
132	1777	954.5	AFF4	mic	
865	1045	955	PHIP	mic	
770	1141	955.5	CD4	mic	
1131	781	956	CNDP2	mic	
1144	774	959	MYL12A	mic	
469	1449	959	SORT1	mic	
1198	725	961.5	CDC73	mic	
1501	425	963	EPS8	mic	
280	1650	965	RPL6	mic	
1063	869	966	CORO1C	mic	
1308	624	966	SRP14	mic	
346	1588	967	KIAA1109	mic	
1793	142	967.5	CLDND1	mic	
993	942	967.5	SLK	mic	
527	1411	969	MYOF	mic	
1210	729	969.5	POLR2B	mic	
1142	801	971.5	OSBPL11	mic	
872	1071	971.5	PDIA3	mic	
554	1390	972	RP5-857K21.6	mic	
291	1654	972.5	MERTK	mic	
813	1132	972.5	SENP6	mic	
824	1134	979	MTSS1	mic	
1351	613	982	GPX1	mic	
933	1032	982.5	HLA-DPB1	mic	
1460	508	984	BNIP2	mic	
743	1227	985	SEC31A	mic	
595	1377	986	FAM49A	mic	
962	1010	986	GSPT1	mic	
1691	282	986.5	SAR1A	mic	
1377	599	988	GLRX	mic	
883	1098	990.5	ADAR	mic	
1058	926	992	MBD4	mic	
755	1230	992.5	CEP68	mic	
409	1577	993	PLAUR	mic	
895	1093	994	ARPC5	mic	
650	1343	996.5	RPS6KA3	mic	
849	1155	1002	TMEM52B	mic	
1566	440	1003	MTR	mic	
166	1843	1004.5	NCL	mic	
1326	685	1005.5	BTF3	mic	
1103	908	1005.5	TPP2	mic	
1700	313	1006.5	RHOH	mic	
263	1754	1008.5	TGOLN2	mic	
1972	47	1009.5	GLDN	mic	
287	1735	1011	SPATA13	mic	
976	1047	1011.5	TRIM38	mic	
686	1340	1013	TLN2	mic	
838	1189	1013.5	AKAP9	mic	
1439	588	1013.5	PITPNB	mic	
1380	649	1014.5	SEPT7	mic	
1704	325	1014.5	STT3B	mic	
411	1620	1015.5	BAZ1A	mic	
1011	1022	1016.5	ACSL4	mic	
1094	941	1017.5	C10ORF128	mic	
963	1073	1018	UBE2J1	mic	
642	1396	1019	IRF8	mic	
1817	224	1020.5	DAGLB	mic	
658	1386	1022	SLC2A3	mic	
626	1419	1022.5	RPS24	mic	
858	1191	1024.5	LINC-PINT	mic	
1239	811	1025	CAMK2D	mic	
1189	861	1025	YWHAH	mic	
594	1463	1028.5	GPRIN3	mic	
935	1122	1028.5	RPS15A	mic	
1364	696	1030	LDHB	mic	
532	1529	1030.5	RPL14	mic	
1371	695	1033	RPL27A	mic	
1258	812	1035	HLA-DMA	mic	
748	1325	1036.5	FAM102B	mic	
1333	741	1037	AGO3	mic	
1597	477	1037	RNF144B	mic	
902	1173	1037.5	ATF7IP	mic	
1883	197	1040	P2RX4	mic	
1982	98	1040	SLC44A1	mic	
320	1761	1040.5	FCGR3A	mic	
622	1468	1045	ITGB1	mic	
1114	976	1045	VPS35	mic	
979	1117	1048	RPN2	mic	
1194	907	1050.5	CDC42SE2	mic	
1087	1014	1050.5	GABPB1	mic	
264	1839	1051.5	ACTR3	mic	
298	1812	1055	ATP8B4	mic	
1486	630	1058	DNM1L	mic	
1966	153	1059.5	PIP4K2A	mic	
1428	691	1059.5	PSEN1	mic	
1834	287	1060.5	BCAS2	mic	
1420	702	1061	SYNJ1	mic	
1083	1043	1063	TRIM33	mic	
1024	1109	1066.5	NXF1	mic	
1567	570	1068.5	TCOF1	mic	
559	1583	1071	IKZF1	mic	
1135	1011	1073	MARK3	mic	
1313	834	1073.5	TTC37	mic	
304	1844	1074	TGFBR2	mic	
952	1198	1075	DKC1	mic	
633	1517	1075	NUCKS1	mic	
1542	608	1075	RPLP1	mic	
1085	1066	1075.5	APAF1	mic	
1655	498	1076.5	AMZ2P1	mic	
1605	557	1081	ANKRD12	mic	
941	1221	1081	SMARCA1	mic	
352	1813	1082.5	RASA1	mic	
1449	716	1082.5	S100A11	mic	
1267	902	1084.5	MYLIP	mic	
1282	892	1087	SMC1A	mic	
918	1259	1088.5	SELK	mic	
1784	394	1089	CPM	mic	
871	1309	1090	ADNP	mic	
447	1733	1090	RPL11	mic	
908	1274	1091	RNF149	mic	
1592	591	1091.5	FOLR2	mic	
1360	825	1092.5	FAM120A	mic	
1151	1038	1094.5	MARCH7	mic	
853	1338	1095.5	VAMP3	mic	
682	1514	1098	TSC22D3	mic	
795	1403	1099	RPL38	mic	
182	2018	1100	MPEG1	mic	
1583	620	1101.5	SSR3	mic	
1694	513	1103.5	SUPT16H	mic	
675	1535	1105	EFCAB14	mic	
446	1766	1106	RGL1	mic	
1892	320	1106	STAT1	mic	
1653	560	1106.5	TAOK3	mic	
654	1564	1109	FMNL2	mic	
856	1368	1112	MAN1A1	mic	
459	1768	1113.5	YBX1	mic	
1407	822	1114.5	YWHAQ	mic	
1629	601	1115	PER2	mic	
766	1465	1115.5	PHACTR1	mic	
579	1659	1119	AP1G1	mic	
422	1816	1119	CBL	mic	
1319	920	1119.5	UQCRC2	mic	
1031	1210	1120.5	FAM91A1	mic	
1370	872	1121	RAB21	mic	
1264	979	1121.5	FBXW11	mic	
1769	483	1126	SF3A3	mic	
726	1527	1126.5	GLIPR1	mic	
1705	552	1128.5	PSMA3	mic	
1231	1029	1130	BTG1	mic	
1540	723	1131.5	IGSF6	mic	
561	1704	1132.5	ARIH1	mic	
1341	927	1134	APC	mic	
1767	503	1135	CCT2	mic	
847	1423	1135	YME1L1	mic	
1346	925	1135.5	UBR1	mic	
1397	885	1141	HNRNPR	mic	
690	1593	1141.5	ATF3	mic	
1963	321	1142	RPA2	mic	
794	1492	1143	PRDM2	mic	
1494	793	1143.5	MORF4L2	mic	
966	1321	1143.5	PPIG	mic	
1662	628	1145	RNF141	mic	
780	1511	1145.5	IST1	mic	
1072	1222	1147	FNDC3A	mic	
534	1760	1147	UBASH3B	mic	
1481	814	1147.5	TMEM59	mic	
2052	250	1151	CTD-3252C9.4	mic	
1788	514	1151	WTAP	mic	
1569	735	1152	NR1D2	mic	
1591	720	1155.5	PPP2R5C	mic	
521	1792	1156.5	UBR5	mic	
694	1622	1158	RSRC2	mic	
1121	1196	1158.5	RDX	mic	
852	1466	1159	RPL30	mic	
1448	875	1161.5	RPL13	mic	
2046	284	1165	C1QB	mic	
1167	1168	1167.5	RNASET2	mic	
1684	652	1168	GRB2	mic	
1458	878	1168	HSPE1	mic	
1046	1292	1169	BCAT1	mic	
898	1440	1169	LITAF	mic	
1301	1041	1171	XRN2	mic	
1898	445	1171.5	SLC7A7	mic	
938	1408	1173	BAZ1B	mic	
1758	594	1176	ARHGAP15	mic	
1613	740	1176.5	ELOVL5	mic	
1513	840	1176.5	ZNF292	mic	
751	1605	1178	GPCPD1	mic	
1514	843	1178.5	KRR1	mic	
1498	867	1182.5	ADRBK2	mic	
1426	939	1182.5	CLASP1	mic	
1274	1091	1182.5	EMB	mic	
1986	379	1182.5	RP11-138A9.2	mic	
885	1482	1183.5	DYRK1A	mic	
1048	1326	1187	MAP1LC3B	mic	
2102	278	1190	PRKACB	mic	
2107	274	1190.5	PMAIP1	mic	
1406	989	1197.5	ANKH	mic	
810	1586	1198	MAML2	mic	
1896	500	1198	UBR2	mic	
747	1651	1199	CCND2	mic	
1398	1003	1200.5	TNFRSF10B	mic	
831	1571	1201	RPS3	mic	
721	1683	1202	G3BP2	mic	
306	2101	1203.5	NRIP1	mic	
1451	956	1203.5	TMX1	mic	
727	1684	1205.5	SYNCRIP	mic	
1023	1389	1206	MTUS1	mic	
491	1924	1207.5	SPEN	mic	
920	1497	1208.5	KLF10	mic	
2245	174	1209.5	P4HA1	mic	
1844	575	1209.5	SMURF2	mic	
785	1638	1211.5	ST13	mic	
2128	296	1212	LAP3	mic	
278	2147	1212.5	ATP2A2	mic	
490	1936	1213	RPL37A	mic	
848	1579	1213.5	MAPK1	mic	
1141	1287	1214	TTC17	mic	
389	2040	1214.5	BPTF	mic	
1062	1367	1214.5	MKLN1	mic	
1749	683	1216	KLHL24	mic	
2106	329	1217.5	CD69	mic	
1551	887	1219	DDX46	mic	
1082	1357	1219.5	MAP3K5	mic	
1033	1407	1220	ARL5A	mic	
1300	1144	1222	DNAJC7	mic	
1287	1157	1222	RBM6	mic	
903	1547	1225	AZIN1	mic	
891	1563	1227	CHD4	mic	
782	1672	1227	PECAM1	mic	
2201	256	1228.5	STXBP3	mic	
683	1775	1229	TOP2B	mic	
854	1610	1232	PPP6R3	mic	
620	1847	1233.5	DHX15	mic	
1298	1169	1233.5	H2AFZ	mic	
943	1526	1234.5	BRWD1	mic	
786	1685	1235.5	FMN1	mic	
2092	384	1238	HSPA6	mic	
1865	612	1238.5	APPL1	mic	
345	2133	1239	IVNS1ABP	mic	
1727	751	1239	TMEM33	mic	
1137	1344	1240.5	TCERG1	mic	
1055	1429	1242	CTB-89H12.4	mic	
1221	1263	1242	SEC62	mic	
1216	1270	1243	SLC15A4	mic	
928	1560	1244	ACSL3	mic	
798	1690	1244	CELF1	mic	
1685	810	1247.5	UBE3A	mic	
2036	464	1250	TPI1	mic	
910	1591	1250.5	GNS	mic	
693	1808	1250.5	PUM2	mic	
701	1801	1251	ERBB2IP	mic	
1587	915	1251	SUB1	mic	
1213	1290	1251.5	STAG1	mic	
574	1931	1252.5	IDS	mic	
1402	1108	1255	SRSF4	mic	
900	1613	1256.5	BCL6	mic	
52	2464	1258	NR4A3	mic	
613	1904	1258.5	DOCK11	mic	
2267	251	1259	CBFB	mic	
1188	1330	1259	N4BP2	mic	
1607	911	1259	SEC63	mic	
2196	324	1260	DR1	mic	
2425	96	1260.5	FAM46A	mic	
1735	787	1261	PTAFR	mic	
1088	1435	1261.5	KIAA1551	mic	
1746	782	1264	PRPF38A	mic	
1524	1005	1264.5	GCC2	mic	
1215	1315	1265	ICE1	mic	
1296	1234	1265	RNF13	mic	
1517	1015	1266	KPNA6	mic	
357	2175	1266	RPL19	mic	
2131	410	1270.5	EEA1	mic	
880	1662	1271	USP47	mic	
526	2016	1271	ZMYM2	mic	
430	2113	1271.5	ENTPD1	mic	
577	1967	1272	GDI2	mic	
1446	1100	1273	SSH1	mic	
1617	933	1275	TROVE2	mic	
921	1632	1276.5	XRN1	mic	
1112	1448	1280	SMEK1	mic	
1763	798	1280.5	RNF168	mic	
1854	712	1283	DARS	mic	
1391	1176	1283.5	RPS7	mic	
706	1862	1284	PNP	mic	
1484	1085	1284.5	TCF4	mic	
1388	1183	1285.5	AKR1B1	mic	
733	1838	1285.5	LDLRAD4	mic	
362	2210	1286	KCNQ3	mic	
1932	641	1286.5	PPP3CA	mic	
2436	139	1287.5	CXADR	mic	
1133	1444	1288.5	RSL1D1	mic	
749	1830	1289.5	FUBP1	mic	
309	2271	1290	HTRA1	mic	
1849	734	1291.5	CHMP1B	mic	
708	1877	1292.5	CLK1	mic	
543	2043	1293	C1ORF132	mic	
2097	489	1293	SOS2	mic	
680	1907	1293.5	NUP98	mic	
825	1763	1294	GAPVD1	mic	
1248	1345	1296.5	CLINT1	mic	
1205	1388	1296.5	PIK3CG	mic	
1628	966	1297	CYBRD1	mic	
1688	906	1297	ZMAT1	mic	
1304	1294	1299	P2RX7	mic	
879	1720	1299.5	LAT2	mic	
1469	1133	1301	SF3B2	mic	
970	1633	1301.5	PPP2R2A	mic	
1499	1105	1302	CDK6	mic	
711	1895	1303	PAK2	mic	
581	2026	1303.5	RPL7A	mic	
1312	1298	1305	TAF7	mic	
948	1663	1305.5	LINC00641	mic	
635	1978	1306.5	AFF1	mic	
1226	1387	1306.5	PANK3	mic	
983	1634	1308.5	IL10RA	mic	
651	1966	1308.5	RLF	mic	
2341	276	1308.5	TRA2A	mic	
783	1835	1309	H2AFY	mic	
801	1817	1309	PHF3	mic	
381	2238	1309.5	BMP2K	mic	
631	1988	1309.5	MFSD1	mic	
1	1	1	MT-RNR2	neu	
3	2	2.5	MT-CO1	neu	
4	4	4	MALAT1	neu	
2	9	5.5	MT-RNR1	neu	
10	3	6.5	MT-ND4	neu	
7	7	7	MT-CO3	neu	
11	5	8	MT-CO2	neu	
6	17	11.5	MAP1B	neu	
9	24	16.5	HSP90AA1	neu	
24	10	17	MT-CYB	neu	
28	8	18	MT-ND1	neu	
33	14	23.5	MT-ND5	neu	
19	37	28	HSP90AB1	neu	
8	49	28.5	CALM1	neu	
29	28	28.5	GNAS	neu	
44	15	29.5	RTN4	neu	
12	51	31.5	SNAP25	neu	
67	6	36.5	MT-ND2	neu	
14	61	37.5	SPARCL1	neu	
26	50	38	DST	neu	
13	63	38	HSPA8	neu	
15	66	40.5	SYT1	neu	
60	26	43	CALM2	neu	
61	25	43	MEG3	neu	
41	53	47	SNHG14	neu	
43	65	54	EEF1A1	neu	
77	33	55	DPYSL2	neu	
23	89	56	GPM6A	neu	
35	82	58.5	ATP1B1	neu	
18	104	61	EIF4A2	neu	
39	83	61	YWHAZ	neu	
17	108	62.5	SERINC1	neu	
25	101	63	NTRK2	neu	
27	103	65	MT-ND4L	neu	
37	100	68.5	GRIA2	neu	
133	12	72.5	MT-ATP6	neu	
36	109	72.5	RTN1	neu	
71	84	77.5	ATP2A2	neu	
16	143	79.5	RTN3	neu	
31	129	80	ANK2	neu	
53.5	113	83.25	SCG2	neu	
22	150	86	PEG3	neu	
100.5	77	88.75	TCF4	neu	
21	157	89	MAP2	neu	
100.5	85	92.75	NCAM1	neu	
56	131	93.5	VSNL1	neu	
42	146	94	SYNE1	neu	
98	91	94.5	ACTB	neu	
74	119	96.5	HSPH1	neu	
123	72	97.5	EID1	neu	
69	127	98	GAD1	neu	
82	115	98.5	PCDH9	neu	
50	152	101	ERBB4	neu	
59	145	102	GABRA1	neu	
182	23	102.5	CHN1	neu	
49	159	104	RELN	neu	
111.5	97	104.25	MARCH6	neu	
163.5	46	104.75	STMN1	neu	
34	176	105	CNR1	neu	
93	118	105.5	TTC3	neu	
113	98	105.5	TUBA1A	neu	
85	128	106.5	SLC6A1	neu	
120	94	107	HNRNPA2B1	neu	
64	153	108.5	NRXN1	neu	
155	69	112	FAM171B	neu	
110	116	113	SLC1A3	neu	
168	62	115	TSPYL1	neu	
159.5	81	120.25	SPTAN1	neu	
136	107	121.5	ARHGEF12	neu	
92	151	121.5	SCN2A	neu	
78	168	123	MEF2C	neu	
158	92	125	DLX6-AS1	neu	
213	38	125.5	CPE	neu	
72	183	127.5	SARAF	neu	
188	71	129.5	TSPAN7	neu	
107	156	131.5	ATP5B	neu	
251	18	134.5	KIF5A	neu	
132	138	135	DDX5	neu	
79	197	138	NRCAM	neu	
30	247	138.5	PCLO	neu	
48	234	141	UCHL1	neu	
106	178	142	HNRNPDL	neu	
66	219	142.5	MACF1	neu	
129	158	143.5	RPL15	neu	
52	240	146	MYCBP2	neu	
57	239	148	GABRB2	neu	
188	110	149	NCL	neu	
90	209	149.5	ZEB2	neu	
46	257	151.5	ARHGAP21	neu	
146.5	163	154.75	SYNPR	neu	
131	179	155	CXCL14	neu	
156	154	155	EGR1	neu	
84	227	155.5	PJA2	neu	
53.5	266	159.75	PREPL	neu	
182	139	160.5	SKP1	neu	
128	196	162	LDHB	neu	
47	278	162.5	ANK3	neu	
152	181	166.5	YWHAB	neu	
95.5	246	170.75	STMN2	neu	
76	274	175	CLTC	neu	
169	186	177.5	ATP6V1A	neu	
260	99	179.5	MDH1	neu	
288.5	73	180.75	GAPDH	neu	
240.5	124	182.25	LINC00657	neu	
109	259	184	PRNP	neu	
318.5	54	186.25	SAT1	neu	
124	250	187	SPTBN1	neu	
244.5	133	188.75	ACTG1	neu	
117	268	192.5	KMT2A	neu	
296	90	193	UBC	neu	
157	231	194	CCDC88A	neu	
138	255	196.5	PNMA2	neu	
190	205	197.5	OGT	neu	
172	224	198	REEP5	neu	
322.5	74	198.25	FGF12	neu	
65	334	199.5	DDX17	neu	
148	254	201	STXBP1	neu	
166	237	201.5	NBEA	neu	
329.5	75	202.25	SCN1A	neu	
95.5	311	203.25	PRKACB	neu	
272.5	135	203.75	ATRX	neu	
58	357	207.5	PPIA	neu	
304	114	209	BEX1	neu	
119	303	211	LSAMP	neu	
191	238	214.5	DNAJA1	neu	
179	253	216	ATP5A1	neu	
70	363	216.5	YWHAG	neu	
115	319	217	PTPRD	neu	
62	373	217.5	SPOCK1	neu	
102	339	220.5	CLASP2	neu	
173	271	222	ENO2	neu	
86	362	224	CNTN1	neu	
388	64	226	GDAP1	neu	
329.5	123	226.25	LUC7L3	neu	
87	367	227	APC	neu	
94	360	227	APLP2	neu	
63	393	228	EIF4G2	neu	
416.5	40	228.25	NACA	neu	
185.5	273	229.25	NDUFA4	neu	
170	290	230	ATP6V1B2	neu	
150	312	231	DYNC1H1	neu	
75	389	232	AKAP6	neu	
5	460	232.5	SLC1A2	neu	
99	366	232.5	SYT11	neu	
240.5	229	234.75	MYT1L	neu	
206	264	235	PCM1	neu	
325	148	236.5	MTATP6P1	neu	
20	453	236.5	RAB3C	neu	
134	344	239	GABRG2	neu	
108	371	239.5	DNER	neu	
140.5	340	240.25	SLC4A10	neu	
174.5	309	241.75	KIDINS220	neu	
130	355	242.5	PRRC2C	neu	
209.5	277	243.25	GRIK2	neu	
180	310	245	SMARCA2	neu	
234	258	246	SOX2-OT	neu	
153	341	247	TRIM2	neu	
73	425	249	CHL1	neu	
467.5	32	249.75	TCEAL2	neu	
176	328	252	NRXN3	neu	
88	417	252.5	CANX	neu	
291	214	252.5	TSC22D1	neu	
285	225	255	CDC42BPA	neu	
227.5	283	255.25	ATP2B1	neu	
433	78	255.5	ABI2	neu	
357.5	155	256.25	AHI1	neu	
97	418	257.5	MYO5A	neu	
200	316	258	CYFIP2	neu	
217	299	258	DYNLL1	neu	
321	198	259.5	CD47	neu	
193	329	261	HERC1	neu	
361	162	261.5	OXR1	neu	
212	313	262.5	HNRNPU	neu	
209.5	318	263.75	YWHAH	neu	
266.5	265	265.75	PWAR6	neu	
229.5	307	268.25	SF3B1	neu	
336.5	201	268.75	PNISR	neu	
350	190	270	FOS	neu	
419	121	270	MORF4L1	neu	
250	292	271	PGM2L1	neu	
303	244	273.5	CCK	neu	
171	379	275	PTPLAD1	neu	
365.5	189	277.25	AKAP9	neu	
458	106	282	RPL7	neu	
125	441	283	NDRG4	neu	
231	337	284	GABBR2	neu	
336.5	232	284.25	NAP1L3	neu	
385.5	184	284.75	SEPT7	neu	
45	526	285.5	IDS	neu	
215	359	287	UNC80	neu	
244.5	330	287.25	BCLAF1	neu	
194	385	289.5	CADM2	neu	
121	462	291.5	DNM3	neu	
365.5	222	293.75	IL6ST	neu	
530	58	294	NGFRAP1	neu	
341.5	249	295.25	RBM39	neu	
196.5	395	295.75	PLCB1	neu	
188	404	296	ITM2B	neu	
225.5	368	296.75	MAP1A	neu	
334	261	297.5	TMX4	neu	
276	320	298	MGEA5	neu	
104	503	303.5	DCLK1	neu	
220	387	303.5	KIF21A	neu	
450	160	305	ARL6IP1	neu	
135	477	306	SLC24A2	neu	
446.5	167	306.75	NFIB	neu	
178	438	308	MAPRE2	neu	
204.5	412	308.25	KIAA1107	neu	
398.5	218	308.25	RBM25	neu	
583	36	309.5	ST13	neu	
