Table S1f Top ranked cell type-expressed genes based on mouse data						
						
Zhang2014_rank	Zeisel2014_rank	Tasic2016_rank	grand_rank	gene	Celltype	
362	289	467	362	RPL41	mic	
1204	364	360	364	MGAT4A	mic	
64	403	364	364	RPL13A	mic	
2837	365	219	365	IMPACT	mic	
270	6239	366	366	RPS23	mic	
264	366	1150	366	WASF2	mic	
289	6418	367	367	CD37	mic	
368	994	222	368	LYN	mic	
260	368	514	368	SARAF	mic	
369	214	1175	369	RPS20	mic	
1700	306	370	370	SLC40A1	mic	
43	653	371	371	LRP1	mic	
1088	332	372	372	AKAP13	mic	
288	373	7199	373	PTBP1	mic	
75	424	374	374	GNB2L1	mic	
476	375	249	375	ALOX5AP	mic	
304	1920	375	375	SYNGR2	mic	
376	270	1030	376	CD63	mic	
377	204	2037	377	ARPC1B	mic	
466	377	214	377	PLXDC2	mic	
4628	358	382	382	TTC3	mic	
290	389	1726	389	RPL10A	mic	
389	98	803	389	RPS7	mic	
390	253	430	390	PRKCD	mic	
320	3046	393	393	C15ORF39	mic	
393	277	1826	393	HLA-B	mic	
7966	393	160	393	SNAP25	mic	
2479	269	395	395	HNRNPH1	mic	
95	399	961	399	GNAI2	mic	
212	692	400	400	ADAMTS1	mic	
1239	401	150	401	YWHAZ	mic	
202	1569	403	403	RPL7	mic	
565	404	120	404	GDI2	mic	
2251	337	406	406	MYCBP2	mic	
1557	258	409	409	PTP4A2	mic	
110	726	411	411	RPS4X	mic	
411	750	408	411	TMEM173	mic	
3212	78	412	412	MT-ND6	mic	
1102	412	285	412	NARS	mic	
4113	142	413	413	GAS5	mic	
107	2073	415	415	FAU	mic	
275	826	417	417	NRROS	mic	
1323	181	419	419	MEF2A	mic	
751	248	420	420	RIN2	mic	
1123	422	399	422	MYL12B	mic	
2049	423	292	423	ULK2	mic	
953	425	198	425	TACC1	mic	
2651	33	427	427	CCL12	mic	
427	643	184	427	CTSH	mic	
404	432	453	432	CCNI	mic	
977	154	432	432	DDX3X	mic	
5344	434	268	434	BCLAF1	mic	
998	435	168	435	FRMD4A	mic	
437	629	226	437	B4GALT1	mic	
439	898	144	439	IGHM	mic	
60	631	441	441	NCF1	mic	
88	3429	443	443	CFL1	mic	
10362	445	330	445	KCNQ1OT1	mic	
1342	446	244	446	RASGRP3	mic	
454	447	301	447	DAZAP2	mic	
2173	448	311	448	ASPH	mic	
449	1196	429	449	ATP6V0B	mic	
942	246	449	449	NFE2L2	mic	
1094	453	89	453	ASAH1	mic	
453	1424	223	453	RPN2	mic	
455	360	1927	455	GEM	mic	
457	84	701	457	LYZ	mic	
417	2028	460	460	SKI	mic	
788	461	130	461	SRSF5	mic	
462	695	169	462	PTAFR	mic	
3846	463	165	463	CHD9	mic	
169	465	907	465	PREX1	mic	
4656	466	310	466	CREBBP	mic	
927	418	469	469	BRK1	mic	
1758	470	459	470	CFLAR	mic	
471	301	1485	471	IRF2BP2	mic	
180	474	29613	474	GADD45B	mic	
474	950	228	474	GM2A	mic	
1771	336	474	474	HUWE1	mic	
475	137	4740	475	BASP1	mic	
3277	217	476	476	SRSF11	mic	
2980	477	405	477	ATP2C1	mic	
271	482	517	482	ATP5A1	mic	
482	291	4317	482	SDC4	mic	
483	2534	114	483	F11R	mic	
871	483	140	483	TANC2	mic	
381	484	588	484	M6PR	mic	
461	1468	485	485	RRBP1	mic	
357	486	980	486	TSPAN14	mic	
1715	173	487	487	ABCA1	mic	
689	487	384	487	SFT2D2	mic	
380	539	492	492	LITAF	mic	
345	691	494	494	CLIC1	mic	
494	814	484	494	RAB31	mic	
495	594	134	495	ELMO1	mic	
458	495	3363	495	TRIB1	mic	
9	496	632	496	PSAP	mic	
937	497	179	497	PPT1	mic	
3674	135	497	497	TCF4	mic	
499	295	1573	499	GPR84	mic	
469	500	5559	500	NLRP3	mic	
502	411	1457	502	GNA13	mic	
401	503	1693	503	CLTA	mic	
504	649	346	504	NMT1	mic	
53	505	2576	505	ICAM1	mic	
352	2490	507	507	RHOG	mic	
1424	508	98	508	ST13	mic	
2745	509	458	509	CRK	mic	
509	3019	434	509	RPL37	mic	
809	510	47	510	DUSP6	mic	
246	2491	510	510	FMNL3	mic	
235	6361	511	511	RPS25	mic	
443	512	2946	512	RPL39	mic	
512	570	358	512	VDAC2	mic	
109	3325	515	515	CYTH4	mic	
262	515	965	515	PEA15	mic	
4832	298	516	516	ROCK2	mic	
517	450	3857	517	LAPTM4A	mic	
516	882	518	518	BLNK	mic	
518	3250	426	518	CD300A	mic	
223	1672	519	519	ITGB2	mic	
4863	199	520	520	CD47	mic	
564	489	521	521	TBXAS1	mic	
191	522	1820	522	P4HB	mic	
236	2788	524	524	PPIA	mic	
529	2453	471	529	ARHGAP25	mic	
1386	532	472	532	MDH1	mic	
87	535	613	535	EFHD2	mic	
129	537	11863	537	HSPA1B	mic	
1895	431	537	537	VAPA	mic	
3505	345	541	541	NRIP1	mic	
801	541	309	541	TMEM59	mic	
779	174	542	542	FCGR1A	mic	
1699	542	101	542	SSR1	mic	
2652	492	543	543	ABI1	mic	
21	543	556	543	EEF2	mic	
402	2646	544	544	PTMA	mic	
1798	350	545	545	RAB14	mic	
1207	547	280	547	TGOLN2	mic	
532	548	2141	548	CTNNB1	mic	
366	579	549	549	GABARAP	mic	
642	552	83	552	IFNGR1	mic	
555	414	621	555	PRKAR1A	mic	
3023	378	558	558	NEK7	mic	
559	88	4558	559	IFRD1	mic	
5799	381	562	562	TMED5	mic	
1804	564	369	564	RBM5	mic	
4569	476	565	565	BIRC6	mic	
5384	566	500	566	TAOK1	mic	
181	567	6972	567	HSPA1A	mic	
119	568	2201	568	ITM2C	mic	
239	893	571	571	CLN8	mic	
2409	571	359	571	VPS35	mic	
70	2085	574	574	PLXNB2	mic	
921	575	321	575	PDIA6	mic	
1260	576	552	576	ATP6V1G1	mic	
818	457	576	576	JAK1	mic	
243	2449	577	577	RPS27A	mic	
579	115	1852	579	RPL35	mic	
440	580	7982	580	EGR2	mic	
301	2482	581	581	PLD3	mic	
581	934	580	581	RAC2	mic	
583	6075	423	583	P2RY6	mic	
12	584	1812	584	JUNB	mic	
585	2438	578	585	PTTG1IP	mic	
386	628	585	585	TIMP2	mic	
587	741	439	587	NFKB1	mic	
913	589	266	589	ABCA9	mic	
224	1474	591	591	VAV1	mic	
408	592	1449	592	RNF19B	mic	
593	9041	464	593	AP2M1	mic	
374	4117	594	594	SYK	mic	
763	595	176	595	TMEM50A	mic	
596	2058	267	596	DOCK2	mic	
513	635	597	597	AF251705	mic	
1509	597	573	597	ITGA6	mic	
597	1500	567	597	TUBA1A	mic	
3256	598	387	598	PRPF38B	mic	
599	600	124	599	HNRNPK	mic	
601	1695	312	601	SLA	mic	
2867	479	604	604	RSRP1	mic	
1606	224	605	605	CLU	mic	
400	2996	606	606	LDHA	mic	
606	1148	373	606	PNPLA7	mic	
3035	609	451	609	CLEC4A	mic	
1565	168	610	610	REL	mic	
3831	335	612	612	PRRC2C	mic	
613	1164	306	613	CCR2	mic	
63	1188	616	616	RPLP1	mic	
510	617	2113	617	HNRNPL	mic	
618	413	977	618	ARPC2	mic	
124	619	29613	619	GDF15	mic	
619	1709	354	619	RPS18	mic	
622	714	564	622	FCGRT	mic	
303	10000	622	622	RPS6	mic	
2994	623	74	623	SEPT2	mic	
353	625	7022	625	MBP	mic	
626	452	5908	626	CAMK2A	mic	
456	3593	629	629	COX4I1	mic	
367	630	1428	630	RHOA	mic	
634	2419	603	634	PPP2R1A	mic	
2420	638	337	638	CCDC50	mic	
617	836	639	639	LIPA	mic	
527	1025	642	642	PDIA3	mic	
1175	183	643	643	WSB1	mic	
258	8725	644	644	GAPDH	mic	
641	3600	646	646	ENO1	mic	
4028	647	582	647	OGT	mic	
7211	405	647	647	PHIP	mic	
884	648	619	648	ITGB1	mic	
2217	367	653	653	TNKS2	mic	
654	973	421	654	TPP1	mic	
1001	563	656	656	GHITM	mic	
657	363	2464	657	MAP4K4	mic	
1138	62	658	658	APP	mic	
2637	663	505	663	GCNT1	mic	
713	664	252	664	SALL1	mic	
665	1423	325	665	GLMP	mic	
5806	370	667	667	R3HDM1	mic	
901	670	263	670	LAIR1	mic	
672	1155	601	672	RASSF2	mic	
2081	175	672	672	VMP1	mic	
1805	674	262	674	ANXA3	mic	
331	4270	675	675	RPS17	mic	
1317	678	331	678	FAM102B	mic	
2763	481	680	680	CAB39	mic	
1253	680	240	680	PIK3R1	mic	
680	651	1439	680	ZFP36L2	mic	
2363	681	363	681	BZW1	mic	
198	2065	682	682	CAP1	mic	
829	555	684	684	TGIF1	mic	
685	656	928	685	TLR7	mic	
6800	112	688	688	GPM6A	mic	
688	705	274	688	TSC22D3	mic	
133	689	1011	689	TCIRG1	mic	
295	690	4885	690	GNB2	mic	
2765	502	692	692	TMED7	mic	
693	1237	501	693	ERGIC3	mic	
591	693	3061	693	SF1	mic	
216	694	1327	694	SGPL1	mic	
695	800	496	695	SIRT2	mic	
834	696	391	696	HNRNPC	mic	
500	1309	699	699	DENND5A	mic	
699	553	1328	699	IL6R	mic	
700	1811	590	700	SEC61A1	mic	
659	4994	702	702	MYO1F	mic	
101	702	3913	702	SLC15A3	mic	
703	787	428	703	SRRM2	mic	
3725	546	708	708	AFTPH	mic	
1472	711	401	711	ARL8B	mic	
8649	713	607	713	BOD1L	mic	
164	715	856	715	SLC3A2	mic	
2212	718	608	718	TUBB2A	mic	
6529	721	717	721	TRIM2	mic	
8447	685	721	721	ZNF292	mic	
722	1571	248	722	ROGDI	mic	
6082	455	722	722	U2SURP	mic	
1770	723	127	723	BMP2K	mic	
725	46	5050	725	CCL2	mic	
6694	220	726	726	ATRX	mic	
727	2882	531	727	SLC29A3	mic	
1681	407	727	727	TAB2	mic	
490	728	2978	728	MYL6	mic	
578	5876	729	729	ATP6V0C	mic	
7136	729	349	729	HPGD	mic	
3264	454	730	730	SKP1	mic	
749	731	620	731	ADRB2	mic	
1248	549	731	731	MAPRE1	mic	
820	732	103	732	DHRS3	mic	
684	4551	734	734	PIK3R5	mic	
735	139	2473	735	KLF4	mic	
3486	735	155	735	PTPRC	mic	
459	738	1021	738	NISCH	mic	
3222	205	740	740	SUB1	mic	
3984	742	737	742	ANKRD17	mic	
425	1440	742	742	RPL23	mic	
150	743	10141.5	743	KLF2	mic	
1483	633	743	743	MYLIP	mic	
242	744	7766	744	NFKBID	mic	
895	150	744	744	RAP1B	mic	
2191	746	275	746	NAV3	mic	
691	747	1005	747	MAFG	mic	
692	1529	751	751	AP3D1	mic	
2013	359	753	753	SRSF7	mic	
774	754	386	754	C5AR1	mic	
755	634	4732	755	CDC37	mic	
1238	480	755	755	SRSF3	mic	
5075	759	265	759	ARGLU1	mic	
6704	760	452	760	KLHL9	mic	
762	3235	713	762	AAMP	mic	
3646	92	762	762	ATP2B1	mic	
7100	763	362	763	RP2H	mic	
764	192	1934	764	SCD	mic	
765	260	3283	765	BACH1	mic	
431	1995	765	765	RPL37A	mic	
766	1377	535	766	MAP1LC3B	mic	
3137	766	649	766	PSMA2	mic	
146	912	767	767	IRF8	mic	
92	1052	768	768	PPP1R15A	mic	
3906	771	196	771	SNHG11	mic	
2112	773	269	773	ETS1	mic	
1181	485	773	773	FCGR2B	mic	
773	1865	506	773	SF3B2	mic	
776	853	319	776	LCP2	mic	
316	780	4073	780	TLR2	mic	
1748	782	663	782	FAM49B	mic	
782	177	2359	782	RPL38	mic	
187	4230	788	788	RPL6	mic	
4950	788	602	788	ZC3H7A	mic	
789	739	1627	789	MYL12A	mic	
1052	791	220	791	PDE3B	mic	
479	796	1862	796	SDF4	mic	
66	12444	799	799	ACTG1	mic	
2766	784	802	802	CYB5A	mic	
804	562	2782	804	ARHGEF2	mic	
629	1346	804	804	TMCC3	mic	
113	805	12105	805	CSF1	mic	
805	287	1049	805	PMEPA1	mic	
806	936	700	806	ACLY	mic	
335	808	832	808	TMEM63A	mic	
1245	809	662	809	ATP6V1F	mic	
810	5204	790	810	EIF3H	mic	
3320	81	811	811	PPP3CA	mic	
2966	436	812	812	NCOR1	mic	
5262	812	446	812	NFIA	mic	
812	1487	482	812	RHOH	mic	
2986	806	815	815	SPCS1	mic	
1083	751	818	818	SH3GLB1	mic	
819	2589	665	819	PAG1	mic	
644	819	2250	819	SLC25A3	mic	
1265	820	316	820	FRMD4B	mic	
721	821	1611	821	ATP1B3	mic	
6861	822	525	822	SREK1	mic	
3259	491	823	823	FNIP1	mic	
1815	201	827	827	NPTN	mic	
1170	828	561	828	ARID1A	mic	
5219	829	414	829	RBM26	mic	
832	779	1558	832	SRSF6	mic	
484	3488	833	833	DDX39B	mic	
3253	833	335	833	PAN3	mic	
388	1787	834	834	SNX17	mic	
2033	837	695	837	POMP	mic	
186	2810	838	838	CAMK1	mic	
838	2042	822	838	SPATA13	mic	
841	344	1289	841	NACA2	mic	
628	1407	842	842	NAPA	mic	
4858	842	478	842	TAX1BP1	mic	
845	3003	125	845	BHLHE41	mic	
392	845	8101	845	RAB5C	mic	
667	846	5525	846	BCL2A1	mic	
221	4158	850	850	RPL12	mic	
7854	854	630	854	STRN3	mic	
1217	855	442	855	NXF1	mic	
4720	847	855	855	SEC62	mic	
3695	856	490	856	TRA2B	mic	
159	7359	860	860	GRAMD1A	mic	
7279	797	862	862	ARPP21	mic	
1401	864	566	864	BCAP31	mic	
311	1215	864	864	CNDP2	mic	
536	865	912	865	SLC7A8	mic	
866	947	645	866	COPA	mic	
1031	748	868	868	KPNB1	mic	
3895	387	869	869	ATP5J	mic	
7762	869	704	869	ZCCHC7	mic	
168	870	1844	870	PFN1	mic	
336	4724	870	870	SEMA4D	mic	
590	873	1500	873	TPI1	mic	
394	3486	875	875	ARPC4	mic	
875	621	1592	875	RTN3	mic	
876	1147	353	876	BIN2	mic	
498	877	948	877	PNP	mic	
2810	624	880	880	NKTR	mic	
325	881	29613	881	MAFF	mic	
421	3017	882	882	GUSB	mic	
7540	686	883	883	MYO9A	mic	
701	1214	887	887	TALDO1	mic	
446	3871	889	889	RPL26	mic	
7615	891	390	891	THOC2	mic	
893	734	3039	893	TRIM8	mic	
899	355	4954	899	MIR6236	mic	
842	899	964	899	ZMIZ1	mic	
1237	900	502	900	NUMB	mic	
702	1905	901	901	CABLES1	mic	
2367	902	338	902	SELK	mic	
824	2727	903	903	MKNK1	mic	
1652	904	829	904	SSR4	mic	
1680	441	905	905	RAB1	mic	
6742	906	787	906	ASH1L	mic	
434	5469	906	906	OAZ1	mic	
907	514	1948	907	MGLL	mic	
1713	908	568	908	ATP6V0E1	mic	
561	6127	909	909	GRAP	mic	
1292	910	795	910	CAPRIN1	mic	
403	1837	910	910	UBA1	mic	
5177	292	913	913	MATR3	mic	
2824	764	915	915	ATP6V1D	mic	
2120	438	916	916	TM9SF3	mic	
572	8503	917	917	ICOSLG	mic	
433	2666	918	918	STAT6	mic	
5111	918	884	918	TPP2	mic	
248	919	2288	919	RCSD1	mic	
5700	922	821	922	MAT2B	mic	
3176	923	800	923	ZWINT	mic	
924	3651	418	924	RAB43	mic	
131	924	1068	924	RPSA	mic	
3258	755	925	925	CLASP2	mic	
228	2371	927	927	RPL11	mic	
3295	928	760	928	VIMP	mic	
2950	511	930	930	ATP8A1	mic	
930	3320	551	930	TECR	mic	
157	4137	931	931	RPS15	mic	
661	933	1758	933	WBP2	mic	
934	2170	843	934	CCT7	mic	
575	1304	934	934	TAPBP	mic	
706	7838	935	935	ARHGAP4	mic	
935	2543	258	935	SRSF2	mic	
938	528	4639	938	PPP2CA	mic	
1367	756	938	938	PSMB6	mic	
346	938	5325	938	RASGEF1B	mic	
327	939	3549	939	GAS6	mic	
2710	942	481	942	SNX6	mic	
943	271	1249	943	RTN4	mic	
447	944	1144	944	PTPN6	mic	
4515	190	944	944	TOP1	mic	
94	5193	951	951	ARHGDIA	mic	
951	8960	479	951	NCSTN	mic	
1567	952	352	952	UBAP2L	mic	
830	954	3794	954	ADIPOR1	mic	
604	1397	955	955	HDLBP	mic	
3278	956	538	956	SPCS3	mic	
1294	958	899	958	CLIP1	mic	
958	3791	902	958	MAPK14	mic	
959	14	5186	959	GM26917	mic	
960	1786	848	960	NUDT3	mic	
522	4546	963	963	RPTOR	mic	
963	3300	749	963	SUPT5H	mic	
965	1472	288	965	SEP15	mic	
966	960	14112.5	966	HBEGF	mic	
286	9306	966	966	RPL17	mic	
968	130	29613	968	CXCL3	mic	
3775	969	794	969	HBP1	mic	
873	970	1138	970	LTC4S	mic	
3687	972	854	972	WHSC1L1	mic	
973	517	1949	973	HSP90AA1	mic	
4937	975	634	975	AGMO	mic	
319	1017	976	976	GNA12	mic	
6625	976	661	976	SSB	mic	
865	3132	978	978	FEZ2	mic	
979	2657	657	979	MRFAP1	mic	
1011	792	984	984	PIP4K2A	mic	
349	2116	986	986	ERP29	mic	
987	1982	509	987	RAP1GDS1	mic	
990	730	1701	990	EHD4	mic	
1586	991	640	991	CALU	mic	
151	2542	991	991	RPS6KA1	mic	
5906	993	720	993	TRAPPC8	mic	
8309	604	994	994	ROCK1	mic	
995	1437	142	995	SUSD3	mic	
1508	843	996	996	ITPR2	mic	
996	1919	673	996	NCOA3	mic	
205	1023	997	997	PALD1	mic	
1142	684	998	998	ATP5C1	mic	
923	2774	999	999	PRKAB1	mic	
999	8045	960	999	SPNS1	mic	
5666	1001	752	1001	PJA2	mic	
364	2691	1001	1001	SMAP2	mic	
747	2405	1002	1002	RAB7A	mic	
7564	362	1003	1003	ARID4A	mic	
1005	778	6431	1005	FBXW11	mic	
859	1650	1008	1008	PFDN5	mic	
1566	1010	237	1010	CTTNBP2NL	mic	
1579	1011	457	1011	GTF3C2	mic	
1012	3849	598	1012	RNF114	mic	
5051	1013	865	1013	EFCAB14	mic	
1013	3687	971	1013	SCPEP1	mic	
1465	1014	953	1014	ZNF740	mic	
2776	913	1015	1015	LMBRD1	mic	
1015	935	1036	1015	LPIN2	mic	
1821	1015	416	1015	PARK7	mic	
2137	1016	388	1016	ADAM10	mic	
1017	1120	166	1017	DIP2B	mic	
5113	1020	809	1020	TMEM245	mic	
1021	816	3653	1021	2610507B11RIK	mic	
5672	1021	633	1021	BRD8	mic	
1022	644	2942	1022	HIST1H1C	mic	
1839	66	1023	1023	MT1E	mic	
1746	632	1024	1024	FAM134B	mic	
1024	4021	956	1024	LAMTOR1	mic	
1163	1027	782	1027	LHFPL2	mic	
1028	603	2512	1028	ARF6	mic	
869	1030	2768	1030	CXCL16	mic	
143	4088	1032	1032	BIN1	mic	
1032	1534	200	1032	EVI2A	mic	
1033	636	1062	1033	PRDX1	mic	
897	3560	1033	1033	RRP1	mic	
1035	12479	624	1035	SFT2D1	mic	
1037	977	1579	1037	REEP5	mic	
898	1038	4261	1038	YWHAG	mic	
550	1485	1041	1041	CLSTN1	mic	
787	3107	1042	1042	SLC25A45	mic	
1043	1689	300	1043	APBB1IP	mic	
1834	574	1044	1044	RTN1	mic	
3734	1044	550	1044	YPEL5	mic	
889	1047	1358	1047	NUMA1	mic	
140	6342	1047	1047	RPL7A	mic	
3597	1049	691	1049	SMARCA2	mic	
8503	536	1052	1052	MAP1B	mic	
1053	279	2892	1053	CAMK2N1	mic	
1730	330	1053	1053	PAFAH1B1	mic	
3837	1055	513	1055	GTF2H2	mic	
1057	3975	575	1057	PLEKHB2	mic	
2929	339	1057	1057	TJP1	mic	
1402	781	1058	1058	ATP6V1C1	mic	
358	1058	29613	1058	DUSP2	mic	
322	3794	1059	1059	NUCB1	mic	
1059	1842	779	1059	P4HA1	mic	
3799	930	1060	1060	ZDHHC20	mic	
2846	1062	334	1062	EPRS	mic	
207	1491	1063	1063	RPL19	mic	
1064	2167	554	1064	IRF1	mic	
2841	675	1064	1064	KANSL1	mic	
2405	1065	952	1065	CPSF3	mic	
1065	966	2559	1065	NCF4	mic	
839	2463	1066	1066	SASH3	mic	
4508	374	1067	1067	LUC7L3	mic	
1441	70	1069	1069	MRC1	mic	
1069	319	2409	1069	WDR26	mic	
679	1070	1702	1070	ACTR3	mic	
625	1154	1070	1070	RAC1	mic	
1073	1794	271	1073	HERC2	mic	
68	1073	4656	1073	JUND	mic	
4776	1074	826	1074	ZFR	mic	
463	1075	5978	1075	CHD4	mic	
7703	578	1078	1078	XRN1	mic	
1080	3513	678	1080	IKZF1	mic	
340	1080	3860	1080	MAFK	mic	
5046	884	1082	1082	MARCH7	mic	
816	2632	1084	1084	RBBP4	mic	
3724	725	1085	1085	CAMK2D	mic	
3102	1087	242	1087	NRAS	mic	
1559	561	1087	1087	UBE2D3	mic	
4021	872	1088	1088	XRN2	mic	
1089	275	1225	1089	EIF5	mic	
1563	599	1092	1092	HSBP1	mic	
651	1094	3054	1094	DOCK8	mic	
6208	824	1095	1095	DRAM2	mic	
1095	2030	636	1095	IL6ST	mic	
3478	408	1097	1097	ERBB2IP	mic	
4602	1098	486	1098	ACER3	mic	
1098	2380	894	1098	TMEM109	mic	
862	1099	1231	1099	GTF2I	mic	
761	1102	1315	1102	ARF3	mic	
9137	186	1102	1102	ZBTB20	mic	
1103	87	1661	1103	ATP6V1A	mic	
558	3747	1103	1103	NFAM1	mic	
905	4289	1104	1104	RPL22	mic	
3644	1105	455	1105	FOXN3	mic	
534	1864	1105	1105	SIPA1L2	mic	
4394	1106	193	1106	TUG1	mic	
542	1430	1106	1106	YWHAH	mic	
1108	4001	1018	1108	PSMD2	mic	
533	1109	1205	1109	RPS13	mic	
1111	914	3558	1111	PSMC3	mic	
976	3126	1114	1114	EEF1D	mic	
1115	2779	831	1115	DNASE2	mic	
1004	6513	1115	1115	ELOVL1	mic	
2373	866	1116	1116	TRIP12	mic	
928	2332	1117	1117	SQRDL	mic	
1118	400	3690	1118	SLC6A6	mic	
1121	2195	817	1121	TBC1D14	mic	
1470	1122	778	1122	ARHGAP30	mic	
6899	1124	623	1124	CCNT1	mic	
616	1125	4204	1125	CALM3	mic	
1117	1678	1125	1125	CCT5	mic	
8535	716	1126	1126	PCMTD1	mic	
1126	774	3135	1126	SNX18	mic	
9015	1127	389	1127	CSMD3	mic	
614	3033	1128	1128	GMIP	mic	
2302	324	1132	1132	DYNC1I2	mic	
1132	1898	981	1132	MAN1C1	mic	
2893	1133	908	1133	SRP72	mic	
1134	2187	939	1134	NONO	mic	
2521	379	1134	1134	TM9SF2	mic	
1135	577	3147	1135	PNRC1	mic	
432	1135	1848	1135	TGFBR2	mic	
2527	1139	840	1139	RAB11A	mic	
1786	1140	579	1140	ADAM17	mic	
1462	957	1143	1143	GLUD1	mic	
1144	985	1674	1144	AP2A2	mic	
1145	274	1223	1145	SLC38A2	mic	
3273	1146	990	1146	EIF3E	mic	
1147	983	29613	1147	CCR1	mic	
1151	372	1553	1151	KLF10	mic	
1152	1544	703	1152	ACP2	mic	
6545	388	1153	1153	ANK2	mic	
1154	296	29613	1154	CBR2	mic	
4848	1033	1154	1154	EFR3A	mic	
1599	1157	532	1157	OPHN1	mic	
2752	230	1160	1160	SPAG9	mic	
156	1318	1161	1161	EIF4A1	mic	
1161	772	6460	1161	PLIN2	mic	
8127	1162	638	1162	AKAP9	mic	
378	3256	1162	1162	RPS15A	mic	
1166	421	2636	1166	FUS	mic	
9170.5	1166	508	1166	G530011O06RIK	mic	
5243	439	1166	1166	KMT2E	mic	
2079	627	1168	1168	2410006H16RIK	mic	
480	1168	6064	1168	IGFBP4	mic	
1168	1086	1801	1168	P2RX7	mic	
3462	1170	1079	1170	PUM1	mic	
2348	1172	256	1172	FYB	mic	
2301	737	1172	1172	UQCRC2	mic	
3767	1173	846	1173	SPPL2A	mic	
98	2041	1174	1174	ABHD12	mic	
1347	1174	671	1174	CCT2	mic	
1174	2311	781	1174	MDH2	mic	
175	4712	1178	1178	RPS8	mic	
3062	1179	465	1179	DAPP1	mic	
3140	1115	1179	1179	USP48	mic	
1036	1180	2583	1180	ABL2	mic	
2501	1181	940	1181	STT3B	mic	
1182	10525	898	1182	NAA11	mic	
5521	320	1183	1183	BMPR2	mic	
1184	2613	462	1184	POLDIP3	mic	
344	8471	1185	1185	MLEC	mic	
1131	1370	1186	1186	ACOX3	mic	
1167	3118	1187	1187	UBE2H	mic	
4248	1190	878	1190	NDRG4	mic	
1116	3725	1190	1190	USP2	mic	
2796	433	1192	1192	PTBP3	mic	
568	3588	1193	1193	CAPN3	mic	
1193	1192	1825	1193	EIF3K	mic	
2617	669	1194	1194	CCT8	mic	
8663	1195	707	1195	DLEU2	mic	
4573	184	1196	1196	LUC7L2	mic	
3085	1199	529	1199	NSD1	mic	
1130	1211	1199	1199	RTFDC1	mic	
664	1200	1908	1200	MAP4	mic	
573	2780	1201	1201	SEC14L1	mic	
1202	1097	2016	1202	ABR	mic	
1206	1382	340	1206	LRPAP1	mic	
1072	1996	1206	1206	ZFP36L1	mic	
467	11746	1207	1207	RPL36	mic	
1996	1210	1107	1210	FIS1	mic	
1210	1628	512	1210	GIT2	mic	
5756	1101	1212	1212	CREB1	mic	
1877	1213	813	1213	EIF4G3	mic	
203	6945	1214	1214	RPL18	mic	
1214	6803	945	1214	VPS11	mic	
881	7038	1215	1215	VCP	mic	
1218	1760	379	1218	TMED10	mic	
3872	394	1219	1219	DNAJA1	mic	
3919	1220	844	1220	LARP4B	mic	
1220	707	1944	1220	MOB1A	mic	
1221	1239	569	1221	CERS2	mic	
1222	4089	754	1222	ZNF710	mic	
5410.5	1224	583	1224	HNRNPU	mic	
285	4054	1224	1224	RPL30	mic	
1225	1089	3282	1225	APLP2	mic	
595	1226	4506	1226	SLC15A4	mic	
4192	1229	1145	1229	OGFRL1	mic	
2779	1230	904	1230	TNPO1	mic	
1231	3129	504	1231	NTPCR	mic	
523	1232	3352	1232	CSNK1E	mic	
7197	565	1232	1232	SLTM	mic	
410	1234	3098	1234	MAN2A2	mic	
1105	4078	1234	1234	MLXIPL	mic	
800	1236	1469	1236	CD180	mic	
5499	259	1236	1236	KIF5B	mic	
2309	327	1238	1238	EIF3A	mic	
5942	639	1240	1240	CLCN3	mic	
5497	391	1241	1241	GPCPD1	mic	
2197	1241	806	1241	PPM1H	mic	
1244	1231	2091	1244	SLC23A2	mic	
580	3097	1245	1245	HK3	mic	
5983	1250	1123	1250	ARHGAP12	mic	
1250	386	2508	1250	PPIB	mic	
4833	234	1253	1253	PPP1CB	mic	
1271	642	1255	1255	EWSR1	mic	
2812	1256	714	1256	GAPVD1	mic	
1535	385	1256	1256	YWHAB	mic	
1259	1861	404	1259	MCFD2	mic	
704	2594	1259	1259	RNH1	mic	
3217	963	1260	1260	CDK11B	mic	
2494	1260	437	1260	SSR3	mic	
1854	1261	1136	1261	ATRAID	mic	
1263	585	5141	1263	MFSD1	mic	
3712	1263	592	1263	NR3C1	mic	
6564	1005	1264	1264	TMX3	mic	
1186	1264	2603	1264	UBN1	mic	
852	1269	1574	1269	COL27A1	mic	
1269	596	2041	1269	COX8A	mic	
347	4723	1271	1271	IL4R	mic	
6212	1272	1025	1272	FUNDC1	mic	
1149	2308	1275	1275	COX6A1	mic	
5254	1276	774	1276	PCF11	mic	
1082	4132	1277	1277	SARS	mic	
276	1987	1279	1279	TNFRSF1B	mic	
1734	1223	1280	1280	CASC3	mic	
1280	612	3636	1280	NUAK1	mic	
1282	657	5704	1282	ETF1	mic	
1283	3371	480	1283	OCIAD1	mic	
487	5720	1284	1284	RPS28	mic	
1818	573	1287	1287	SERBP1	mic	
2182	443	1288	1288	SLC25A4	mic	
1289	4681	318	1289	CTC1	mic	
1311	1290	1118	1290	SDHB	mic	
1291	1160	4946	1291	NFE2L1	mic	
4011	1293	422	1293	TIAL1	mic	
3625	1121	1294	1294	NDUFA3	mic	
5867	1294	1119	1294	TGS1	mic	
409	1295	3243	1295	DDX17	mic	
2411	1268	1296	1296	CHMP3	mic	
